id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
30228986,Disfruta del pulmón de Madrid en este lujoso apartamento de cuidado diseño,84421818,Cris Y Nacho,Retiro,Pacífico,40.40343,-3.67848,Entire home/apt,134,1,80,2019-11-06,7.02,3,334
30230506,Habitación en ático céntrico,217315213,Sergio,Retiro,Pacífico,40.40606,-3.67717,Private room,36,2,49,2019-10-09,4.29,1,4
30232311,Dormitorio 3 camas - Argüelles - Plaza España,28964035,Mar,Moncloa - Aravaca,Argüelles,40.43132,-3.71937,Private room,65,3,3,2019-10-15,2.09,3,362
30232678,Alquiler de estudio / despacho independiente,227042168,Jm,Chamberí,Gaztambide,40.43601,-3.7178,Entire home/apt,70,3,4,2019-10-07,0.36,1,88
30237926,PRECIOSO Y ACOGEDOR ESTUDIO 2,222731285,Fernando & Gladys,Tetuán,Bellas Vistas,40.45232,-3.70958,Entire home/apt,50,2,67,2019-10-27,5.86,1,158
30239951,NEW! Stylish flat for friends & families,3895046,Ali,Centro,Universidad,40.42673,-3.7037,Entire home/apt,150,3,38,2019-11-03,3.97,1,333
30240537,Nice Flat 5 guest Atocha -Retiro- Estación Sur,210735357,Aldo,Puente de Vallecas,Numancia,40.40001,-3.6632,Entire home/apt,65,15,17,2019-07-19,1.52,5,12
30242535,Lovely & Cosy 1bed - 5min to tube Heart of Madrid,195680325,Daniel Y Esther,Centro,Embajadores,40.40923,-3.7048,Entire home/apt,68,1,18,2019-08-22,1.70,6,270
30243441,Amazing flat in the center of Madrid,88486595,Sarah,Salamanca,Castellana,40.43079,-3.68454,Entire home/apt,95,4,10,2019-10-28,0.87,1,30
30243551,Modern and cosy appartment. City center,219479318,Nur,Centro,Universidad,40.42098,-3.7056,Entire home/apt,54,2,4,2019-10-20,3.16,1,328
30247073,Las Cortes,102947901,Claudia,Centro,Cortes,40.41567,-3.69489,Entire home/apt,90,1,1,2019-10-13,1,235,309
30248658,Cozy and Comfortable-1bed 1bath- City center,227151827,Fernando,Centro,Universidad,40.42538,-3.70513,Entire home/apt,85,2,36,2019-10-23,3.09,1,130
30248745,Alquilo habitación cama matrimonial,227152837,Patricia Magadalena,Ciudad Lineal,Pueblo Nuevo,40.42766,-3.64248,Private room,30,1,0,,,1,358
30251377,Habitación Individual (LEER ANTES DE RESERVAR),226456985,Meggy,Ciudad Lineal,Quintana,40.43887,-3.64295,Private room,15,1,0,,,2,7
30253112,Apartamento en el corazón de Madrid,227187882,Carmen,Salamanca,Recoletos,40.42398,-3.68952,Entire home/apt,79,1,26,2019-10-17,2.32,1,329
30253135,Private loft with 25m2 terrace in historic center,14088245,Thomas,Centro,Embajadores,40.40897,-3.70633,Entire home/apt,82,1,4,2019-10-13,0.36,1,355
30261870,Perfecta habitación  para visitar Madrid !,227253364,Marielsa,Latina,Cuatro Vientos,40.36806,-3.76347,Private room,15,28,30,2019-10-31,2.74,2,37
30262274,Se alquila 3 rooms/3 habitaciones buena zona,39809136,Alberto,Tetuán,Berruguete,40.46117,-3.70885,Entire home/apt,145,2,1,2018-12-09,0.09,2,163
30276338,Alquiler casa completa. Dos habitaciones.,64385803,Julia,Latina,Puerta del Angel,40.41145,-3.73542,Entire home/apt,65,7,1,2019-06-08,0.19,3,321
30280756,"Habitación cercana al aeropuerto, al IFEMA .",223719148,Laura,Barajas,Alameda de Osuna,40.46084,-3.58454,Private room,20,1,43,2019-07-15,3.76,2,0
30280764,Habitación doble en apartamento familiar Madrid,227421914,Alejandra,Puente de Vallecas,Numancia,40.39932,-3.6632,Private room,80,2,0,,,1,0
30280925,Bonita habitación / Nice room for a Madrid stay,44409646,Cristina,Chamberí,Vallehermoso,40.44669,-3.70791,Private room,49,2,5,2019-06-16,0.63,1,179
30281700,Exclusivo y luminoso piso con vistas RETIRO- IBIZA,161755659,Paz Y Álvaro,Retiro,Ibiza,40.41724,-3.67641,Entire home/apt,99,2,38,2019-10-30,3.76,2,335
30288026,"Moderno, entrada autónoma, fácil aparcamiento.",91277598,Eva,Latina,Aguilas,40.38276,-3.78059,Entire home/apt,65,2,77,2019-11-05,6.79,1,61
30289591,"Bright, Modern Apartment in Madrid's heart. A real treasure",9757922,Maria,Chamberí,Trafalgar,40.43234,-3.69993,Entire home/apt,80,1,35,2019-11-03,3.13,6,319
30289869,GRAN VIA CON ENCANTO/WIFI-AA,227494320,Francisco,Centro,Justicia,40.42025,-3.69873,Entire home/apt,60,3,40,2019-11-03,3.57,1,336
30290075,New&Modern Apart. with patio. Sol - Plaza Mayor,17006207,Asdrúbal,Centro,Embajadores,40.40699,-3.70718,Entire home/apt,60,2,55,2019-10-21,4.93,1,135
30293312,YOUR HOME close to the ROYAL PALACE in town center,10135992,Raúl,Moncloa - Aravaca,Argüelles,40.42112,-3.71496,Entire home/apt,110,2,18,2019-10-06,1.62,1,152
30300419,Romantic apartment in Cava Baja Street,123210997,Dear Guests,Centro,Palacio,40.4116,-3.70862,Entire home/apt,70,3,62,2019-11-02,6.00,5,70
30302761,APARTMENT IN MALASAÑA- 6PAX-50m2,227098031,Elena Y Mario,Centro,Universidad,40.42554,-3.70636,Entire home/apt,80,3,31,2019-11-04,2.92,1,96
30304842,Lugar tranquilo y acogedor,19694309,Fran,Retiro,Pacífico,40.40494,-3.6767,Private room,65,1,1,2018-12-10,0.09,1,0
30306097,New and refurbished apartment for 5pple-49m2,221987514,Juan,Chamberí,Trafalgar,40.43523,-3.70046,Entire home/apt,80,3,36,2019-11-03,3.21,1,127
30306615,SPECTACULAR FLAT IN THE CENTER OF MADRID. WIFI,142773986,Alfonso,Centro,Embajadores,40.40957,-3.7003,Private room,50,1,7,2019-06-12,0.68,3,0
30307479,Large double bedroom with private En suite,39510264,Marcos,Chamberí,Trafalgar,40.43743,-3.70286,Private room,45,2,30,2019-10-25,2.74,2,134
30309053,Estudio Chueca,227611589,Dennis,Centro,Justicia,40.42025,-3.69965,Entire home/apt,60,1,10,2019-07-22,0.87,1,109
30313285,BRIGHT FLAT | Parking/Wanda Metropolitano/ Airport,227653428,Benito Y Lola,San Blas - Canillejas,Rosas,40.43441,-3.60962,Entire home/apt,50,2,41,2019-10-24,3.68,1,42
30315199,SOL (CITY CENTER)- 5 Balconies- 1BD Renovated apt,227662693,Juan Francisco,Centro,Sol,40.41679,-3.70344,Entire home/apt,88,2,43,2019-11-02,4.13,1,227
30317610,"Cozy,  charming and practical studio.",1650712,Ximena,Moncloa - Aravaca,Argüelles,40.42732,-3.71656,Entire home/apt,88,3,6,2019-10-20,0.54,26,353
30318781,GREAT apartment | Plaza de España | Fast Wifi,227687764,Salvador Y Martina,Centro,Universidad,40.42421,-3.70997,Entire home/apt,50,2,27,2019-11-04,2.36,1,22
30321547,Preciosa habitación en el centro de Madrid,227704304,Isabel,Centro,Sol,40.41502,-3.70732,Private room,43,4,0,,,1,0
30322108,Charming Puerta de Toledo - Renovado por completo,227707695,César,Arganzuela,Acacias,40.40511,-3.7089,Entire home/apt,90,1,7,2019-10-29,0.77,1,35
30333682,Cosy & Spacious 1Bed - 2min to tube in Chamberi,227777301,Maria Jose,Chamberí,Rios Rosas,40.44184,-3.69998,Entire home/apt,68,1,22,2019-10-25,1.96,1,305
30334279,RENOVATED 5PAX next to PLAZA DE ESPAÑA,225580964,Vicente,Centro,Universidad,40.42581,-3.71236,Entire home/apt,70,3,40,2019-11-03,3.57,1,61
30334454,Close to the Museums and the Train Station,185493809,María José,Arganzuela,Palos de Moguer,40.40109,-3.69726,Entire home/apt,60,2,26,2019-11-01,2.30,4,46
30335726,Apartamento céntrico Madrid Gran Via,217726344,Red Piso,Centro,Palacio,40.42052,-3.7074,Entire home/apt,60,1,11,2019-04-19,1.06,6,78
30336540,"Perfecta habitación para conocer Madrid,",67931388,Andres,Centro,Palacio,40.41662,-3.70894,Private room,65,1,12,2019-10-20,1.43,1,43
30336692,SUÍTE CON TV EN MADRID / AEROPUERTO/ IFEMA/ WANDA,227794543,Tatiane Cristina,San Blas - Canillejas,Canillejas,40.44525,-3.60872,Private room,28,1,38,2019-10-29,4.29,2,27
30337686,"Apartamento en SOL, Barrio de las Letras, Madrid",92186945,Pau,Centro,Cortes,40.4142,-3.70252,Entire home/apt,80,2,1,2018-12-09,0.09,1,0
30338075,"Sol, 3 balcones mucha luz. wifi alta velocidad",221387974,Maria,Centro,Sol,40.41741,-3.70407,Entire home/apt,100,4,0,,,2,308
30338224,Luminoso apartamento cerca al Parque del Retiro,132049137,Víctor,Retiro,Pacífico,40.40329,-3.67373,Entire home/apt,65,2,32,2019-09-29,3.39,12,59
30339116,¡ENCANTADOR ESTUDIO EN MALASAÑA!,134866040,Verónica,Centro,Universidad,40.42579,-3.70361,Entire home/apt,50,2,36,2019-10-20,3.28,4,155
30340343,Santa Ana Apartment Madrid Center,53295015,Yegucar 2000 Apartments Madrid,Centro,Embajadores,40.40908,-3.70799,Entire home/apt,100,2,11,2019-08-27,1.06,9,49
30340967,Nice apt in Madrid,142945848,"Loic, Estelle & Co",Centro,Embajadores,40.4076,-3.70413,Entire home/apt,83,2,0,,,19,363
30343702,Muy bien comunicado con el centro de Madrid,43178675,Susana,Latina,Cármenes,40.40174,-3.73845,Entire home/apt,110,2,9,2019-11-03,0.86,1,88
30345194,Studio -40 m2- MADRID RÍO- 3 PAX- POOL,227453038,Álvaro,Arganzuela,Acacias,40.39914,-3.70793,Entire home/apt,55,3,35,2019-11-03,3.12,1,57
30345883,"Apartamento en el centro, junto calle Preciados",221387974,Maria,Centro,Sol,40.41706,-3.70327,Entire home/apt,100,4,2,2019-10-01,0.18,2,309
30347246,Private Bedroom,11504323,Endy,Puente de Vallecas,Numancia,40.40257,-3.66371,Private room,22,2,27,2019-11-02,2.35,1,359
30350157,"Charming Retiro - 2 dormitorios, 2 baños",227883404,Michelle Lillian,Retiro,Pacífico,40.40345,-3.67817,Entire home/apt,85,1,2,2019-11-03,0.19,1,340
30350245,Flat near Atocha,38641743,Chloé,Arganzuela,Delicias,40.39504,-3.69444,Entire home/apt,60,1,1,2018-12-07,0.09,3,0
30350418,Room near Atocha,38641743,Chloé,Arganzuela,Delicias,40.39729,-3.69384,Private room,30,1,3,2018-12-16,0.27,3,0
30358897,Two bedroom apartment in Zofío with A/C APBD,206349691,Mike,Usera,Zofío,40.3795,-3.71674,Entire home/apt,1262,1,4,2019-10-24,0.74,129,198
30358951,UNBEATABLE LOCATION-Apt next to Plaza de España,39436222,Daniel,Moncloa - Aravaca,Argüelles,40.42402,-3.71284,Entire home/apt,70,3,33,2019-11-04,3.13,1,131
30359192,Piso en la Latina junto a Cava Baja y Palacio Real,15539260,Alberto,Centro,Palacio,40.4113,-3.71225,Entire home/apt,56,2,30,2019-10-25,2.67,1,156
30360832,City Top Fernando VI Duplex E,102196656,Gabriel,Centro,Justicia,40.4245,-3.69494,Entire home/apt,5000,1,1,2019-01-10,0.10,17,31
30360984,Private single room/cozy aparmentb center Madrid,50662366,Be,Arganzuela,Imperial,40.40688,-3.71311,Private room,26,2,3,2019-06-25,0.44,1,74
30361510,Piso planta 20 con piscina y súper vistas Moncloa,48033079,Isaac,Moncloa - Aravaca,Ciudad Universitaria,40.44707,-3.71654,Entire home/apt,99,1,19,2019-10-25,1.70,15,300
30361617,Chic apartment at trendy Las Letras neighborhood,30348413,María,Centro,Cortes,40.41291,-3.69611,Entire home/apt,78,3,47,2019-10-31,4.56,4,142
30362877,Apartamento 1 Dormitorio - Malasaña,193441141,Slow Suites Luchana,Chamberí,Trafalgar,40.42888,-3.70017,Entire home/apt,100,1,2,2019-09-14,0.21,9,331
30363501,Habitación independiente con baño propio P.Habana,227974067,Romina,Chamartín,Hispanoamérica,40.45678,-3.68167,Private room,50,1,22,2019-08-21,1.96,3,0
30366845,BRILLIANT MODERN  IN MADRID RIO PARKING AND POOL,9885245,My Mad Madrid,Arganzuela,Legazpi,40.38817,-3.69359,Entire home/apt,70,1,67,2019-10-24,5.98,36,343
30369801,Cozy and bright- 1Bed 1Bath- Chueca,228013201,Marta,Centro,Justicia,40.42447,-3.69892,Entire home/apt,75,2,31,2019-11-05,2.71,1,225
30370510,Cute studio in trendy Malasaña,67736978,Marta,Centro,Universidad,40.42433,-3.7065,Entire home/apt,70,3,8,2019-03-17,0.71,1,0
30371880,Acogedor y moderno apartamento en  Puerta del Sol,156755482,Luis,Centro,Sol,40.41689,-3.70401,Entire home/apt,116,2,45,2019-10-23,4.08,7,166
30371913,Habitación individual amplia y bien comunicada,228027579,Elena,Arganzuela,Chopera,40.39516,-3.69826,Private room,26,2,15,2019-07-21,1.31,1,0
30372931,Habitación para viajeros individuales las águilas,228031965,Juan C,Latina,Aguilas,40.38082,-3.77356,Private room,67,2,1,2018-12-13,0.09,1,180
30375314,Citycenter Double bedroom & breakfast & Wifi,11753022,David,Salamanca,Fuente del Berro,40.42469,-3.66213,Private room,20,1,21,2019-06-01,1.85,4,0
30375804,Citycenter Single bedroom & Wifi,11753022,David,Salamanca,Fuente del Berro,40.42517,-3.66045,Private room,13,3,22,2019-06-21,1.98,4,0
30386443,8PAX- 3BDR- MADRID RÍO -85m2,227138728,Maria,Carabanchel,San Isidro,40.40069,-3.72202,Entire home/apt,100,3,35,2019-10-28,3.12,1,60
30386741,"BEAUTIFUL NEW APARTMENT, 5PAX-MADRID",228182094,Carlos,Arganzuela,Delicias,40.39956,-3.69443,Entire home/apt,90,2,37,2019-11-01,3.49,3,104
30386907,Precioso piso con patio junto a Calle Serrano,228183457,Maria,Chamartín,El Viso,40.4437,-3.68061,Entire home/apt,200,2,3,2019-03-06,0.27,1,0
30388044,ALAMEDA,226793524,Beleco Sl,Centro,Cortes,40.41301,-3.69497,Entire home/apt,99,3,3,2019-06-03,0.44,10,0
30388783,Apartamento Reformado con Parking P. de La Habana,227974067,Romina,Chamartín,Hispanoamérica,40.45471,-3.68199,Entire home/apt,75,15,3,2018-12-29,0.27,3,0
30389259,LA ESQUINA - THE CORNER,226793524,Beleco Sl,Centro,Cortes,40.41623,-3.69684,Entire home/apt,120,3,9,2019-09-23,1.38,10,18
30389311,"Habitacion, independiente  bien comoda.",228191862,Rony,Latina,Puerta del Angel,40.40982,-3.73372,Private room,23,30,0,,,1,365
30389887,Apartment in Madrid-5PAX-,228199112,Marina,Centro,Universidad,40.42147,-3.70334,Entire home/apt,70,3,27,2019-11-02,2.83,1,101
30391110,Alojamiento Sanchinarro Madrid,15701852,Jorge,Hortaleza,Valdefuentes,40.49211,-3.66439,Entire home/apt,50,2,22,2019-11-03,2.14,1,43
30393997,RELAX AND COMFORT IN MADRID RIO,9885245,My Mad Madrid,Usera,Moscardó,40.38862,-3.70023,Entire home/apt,70,1,47,2019-11-03,4.21,36,339
30394571,Reconfortante apartamento/estudio en La Latina,132049137,Víctor,Centro,Palacio,40.40876,-3.71042,Entire home/apt,62,2,23,2019-10-26,2.21,12,54
30394827,Full appartment near the subway,228234413,Dolores,Carabanchel,San Isidro,40.3935,-3.72583,Entire home/apt,36,26,6,2019-10-19,0.57,2,115
30396024,Casa en Jardines del Buen Retiro. Madrid Centro,227034609,Gonzalo,Retiro,Pacífico,40.40711,-3.67665,Entire home/apt,160,3,5,2019-06-16,0.45,1,11
30396922,COMFORTABLE AND COZY APARTMENT IN LA LATINA,85664504,Alfonso,Centro,Palacio,40.41019,-3.71167,Entire home/apt,64,4,13,2019-11-08,1.83,3,148
30402073,"Close to metro and downtown, convenient, luxury",226896476,Hebe,Tetuán,Bellas Vistas,40.4527,-3.70545,Entire home/apt,90,1,60,2019-10-11,5.31,1,133
30411219,Estupendo apartamento en el Barrio de Salamanca,51564174,Álvaro & Tatiana,Salamanca,Recoletos,40.42919,-3.68519,Entire home/apt,51,2,0,,,41,0
30411802,HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº1),228346573,Federico,Centro,Embajadores,40.40789,-3.69339,Private room,60,1,5,2019-09-29,0.44,18,363
30413000,Elegante y Comodo apartamento zona del Retiro,212824831,Veronica,Retiro,Ibiza,40.41963,-3.67638,Entire home/apt,120,6,5,2019-08-31,0.48,1,18
30415148,Ático Magallanes de ART&HOME con magnífica terraza.,226797705,Inmaculada,Chamberí,Arapiles,40.43494,-3.70661,Entire home/apt,100,3,29,2019-10-28,2.65,2,87
30415427,"Habitación a 5 min de la casa de campo,Madrid Rio",44455595,Auri,Latina,Puerta del Angel,40.40959,-3.73029,Private room,150,1,0,,,1,363
30416537,Habitación con baño privado a 2 mins del BERNABÉU.,24201236,Jorge,Tetuán,Cuatro Caminos,40.45114,-3.69305,Private room,50,2,28,2019-10-27,2.47,1,177
30416965,Trafalgar,102947901,Claudia,Chamberí,Trafalgar,40.43188,-3.70106,Entire home/apt,55,1,3,2019-05-17,0.38,235,326
30417793,"Gran Vía with Alcalá, luxury apartment",228344563,Javier,Centro,Sol,40.41963,-3.69966,Entire home/apt,110,3,25,2019-11-04,3.95,2,149
30418183,Cozy apartment in Madrid up to 7 people,2726541,Samuel,Tetuán,Bellas Vistas,40.45497,-3.70552,Entire home/apt,240,2,1,2019-11-03,1,1,364
30418554,"Miguel Angel Suite. Piso de tres dormitorios, patio y mucha personalidad",226797705,Inmaculada,Chamberí,Almagro,40.43558,-3.69175,Entire home/apt,100,3,31,2019-10-20,2.88,2,72
30418856,Rustic Charm in Lavapies,74125475,Celia,Centro,Embajadores,40.41004,-3.69935,Private room,25,30,1,2019-02-26,0.12,1,314
30421506,Spacious apartment city center,26740273,Vince,Centro,Embajadores,40.41164,-3.70523,Entire home/apt,82,4,27,2019-10-20,2.43,2,302
30421598,Preciosa habitación cerca del Estadio Bernabéu,208044350,Tomas,Tetuán,Castillejos,40.46293,-3.69313,Private room,50,3,0,,,2,0
30422711,Madrid Chamberí Fuencarral y Chueca. Metro Iglesia,76084695,Fernando,Chamberí,Trafalgar,40.43616,-3.70138,Entire home/apt,150,1,3,2019-10-20,0.27,2,2
30424489,Céntrico 10 pax Prado - Reina Sofía - Huertas,23849920,Emma,Centro,Cortes,40.41179,-3.69271,Entire home/apt,200,3,14,2019-08-15,1.25,6,217
30424688,Newly renovated flat close to Salamanca for 8 ppl,71046149,Melda,Chamartín,Prosperidad,40.44158,-3.6745,Entire home/apt,99,2,1,2019-01-01,0.10,1,0
30426870,IDYLLIC PRIVATE SPACE&GREATLOCATION to VISITMADRID,228442662,Carmen,Carabanchel,Vista Alegre,40.3867,-3.73459,Private room,20,2,30,2019-11-01,2.69,1,347
30430418,HABITACION DOBLE CON BAÑO PRIVADO (Nº2),228346573,Federico,Centro,Embajadores,40.40758,-3.69549,Private room,50,1,3,2019-06-02,0.41,18,351
30430728,HABITACION INDIVIDUAL CON BAÑO COMPARTIDO (Nº3),228346573,Federico,Centro,Embajadores,40.40804,-3.69345,Private room,25,1,5,2019-04-14,0.45,18,306
30431458,HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº4),228346573,Federico,Centro,Embajadores,40.40788,-3.69362,Private room,75,1,0,,,18,361
30431555,HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº5),228346573,Federico,Centro,Embajadores,40.40811,-3.69328,Private room,35,1,8,2019-09-08,0.71,18,356
30431749,HABITACION DOBLE CON BAÑO COMPARTIDO (Nº8),228346573,Federico,Centro,Embajadores,40.40771,-3.6955,Private room,35,1,1,2019-09-24,0.64,18,362
30431911,HABITACION DOBLE CON BAÑO COMPARTIDO (Nº9),228346573,Federico,Centro,Embajadores,40.4074,-3.69541,Private room,35,1,1,2018-12-10,0.09,18,363
30432040,HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº10),228346573,Federico,Centro,Embajadores,40.408,-3.69526,Private room,35,1,6,2019-04-06,0.53,18,363
30432412,Spacious 4 bedrooms near museum Reina Sofia Madrid,3540348,Angeles & Román,Arganzuela,Acacias,40.4036,-3.70571,Entire home/apt,150,3,46,2019-11-01,4.11,9,44
30432876,HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº11),228346573,Federico,Centro,Embajadores,40.40755,-3.69348,Private room,35,1,3,2019-06-07,0.44,18,363
30432963,HABITACIÓN DOBLE CON BAÑO COMPARTIDO (Nº12),228346573,Federico,Centro,Embajadores,40.40741,-3.69517,Private room,35,1,3,2019-03-27,0.29,18,363
30433285,HABITACIÓN TRIPLE CON BAÑO PRIVADO (Nº14),228346573,Federico,Centro,Embajadores,40.40748,-3.69513,Private room,75,1,0,,,18,358
30433502,HABITACION DOBLE CON BAÑO PRIVADO (Nº15),228346573,Federico,Centro,Embajadores,40.40799,-3.69391,Private room,50,1,0,,,18,360
30433613,HABITACION DOBLE CON DUCHA PRIVADA (Nº16),228346573,Federico,Centro,Embajadores,40.40764,-3.69409,Private room,40,1,3,2019-04-20,0.32,18,356
30433776,HABITACION DOBLE CON DUCHA PRIVADA (Nº17),228346573,Federico,Centro,Embajadores,40.40791,-3.69337,Private room,45,1,3,2019-09-20,0.29,18,345
30433926,HABITACION DOBLE CON BAÑO PRIVADO (Nº18),228346573,Federico,Centro,Embajadores,40.40735,-3.69394,Private room,50,1,1,2018-12-22,0.09,18,357
30434101,HABITACION DOBLE CON BAÑO PRIVADO (Nº19),228346573,Federico,Centro,Embajadores,40.40782,-3.69507,Private room,50,1,1,2019-07-11,0.25,18,363
30434311,HABITACION DOBLE CON BAÑO COMPARTIDO (Nº6),228346573,Federico,Centro,Embajadores,40.40767,-3.69552,Private room,35,1,6,2019-10-02,0.53,18,339
30434405,LOFT 'CHIC'  A METROS DE COMENDADORAS - MALASAÑA,228503127,Antonio,Centro,Universidad,40.42845,-3.70746,Entire home/apt,70,2,28,2019-11-03,2.55,1,117
30434479,HABITACION DOBLE CON BAÑO COMPARTIDO (Nº7),228346573,Federico,Centro,Embajadores,40.40742,-3.69334,Private room,35,1,25,2019-08-05,2.28,18,362
30435417,"Habitacion en buena zona de Madrid, piso reformado",228515942,Liliana,Ciudad Lineal,Pueblo Nuevo,40.4271,-3.63042,Private room,18,3,0,,,1,0
30436265,Apartamento en  Milla de Oro del Barrio Salamanca,3540348,Angeles & Román,Salamanca,Recoletos,40.42762,-3.68573,Entire home/apt,160,3,34,2019-11-04,3.03,9,53
30437655,UNIC APARTMENT 30 SECS TO GRAN VÍA (WIFI/A/C),45543320,Patricia,Centro,Universidad,40.42024,-3.70298,Entire home/apt,82,1,51,2019-10-20,4.46,26,333
30437711,Acogedor piso en el corazón de Madrid,11195687,Jesus,Chamberí,Trafalgar,40.43073,-3.70343,Entire home/apt,55,2,23,2019-10-14,2.06,1,18
30440922,Apartamento Duplex Malasaña centro,136777448,Manuel,Centro,Universidad,40.42541,-3.70342,Entire home/apt,70,2,3,2019-01-03,0.27,1,191
30440923,Cómoda habitación en Pacífico,26864303,Juan Ignacio,Retiro,Pacífico,40.40412,-3.67588,Private room,35,3,1,2019-10-25,1,1,0
30443604,1 JA Suites. Executive Double Executive Apartment.,91095901,Angelica,Hortaleza,Valdefuentes,40.4855,-3.66769,Entire home/apt,160,2,9,2019-10-14,0.82,5,133
30444603,"EXCLUSIVE room 2 BEDS  near I.E/EAE, Center towm",228030888,Ugo,Chamartín,Ciudad Jardín,40.44448,-3.67771,Private room,39,2,9,2019-09-29,0.82,1,326
30445340,Habitación cerca Aeropuerto Madrid Barajas,132964998,Ema,San Blas - Canillejas,Rejas,40.4445,-3.57692,Private room,25,1,5,2019-02-12,0.45,3,0
30446093,APARTAMENTO CÉNTRICO Y CON ENCANTO,32950687,María Del Carmen,Centro,Embajadores,40.40848,-3.69695,Entire home/apt,70,3,43,2019-11-03,4.13,1,25
30454344,Ubicación ideal,8024441,François,Centro,Justicia,40.42421,-3.69262,Entire home/apt,1000,2,0,,,1,0
30456655,Preciosa habitación con desayuno incluido.,60508336,Kukesita,Villa de Vallecas,Casco Histórico de Vallecas,40.37361,-3.62907,Private room,39,2,25,2019-11-03,2.27,1,170
30458970,Private room in the heart of Barrio de Salamanca,5145567,Colomba,Salamanca,Recoletos,40.42834,-3.68336,Private room,65,3,1,2019-06-03,0.19,1,83
30460578,"Departamento 90m² en el centro de Madrid, Lavapies",16135762,Paul,Centro,Embajadores,40.40795,-3.69944,Entire home/apt,150,3,1,2019-01-02,0.10,2,136
30461659,Alegre y luminoso  piso familiar en Retiro,3387630,Andrea,Retiro,Estrella,40.41233,-3.66541,Entire home/apt,100,6,0,,,2,9
30463100,Habitación privada en centro de Madrid (MALASAÑA),118213727,Marinela,Centro,Universidad,40.42515,-3.70398,Private room,24,1,80,2019-10-31,7.10,1,252
30464219,Habitación Doble En Madrid Rio,49737510,Rebeca,Arganzuela,Chopera,40.3956,-3.69845,Private room,33,2,15,2019-10-25,1.34,1,79
30464486,Habitación cerca del Aeropuerto de Madrid Barajas.,228719717,Kenin,San Blas - Canillejas,Rejas,40.44425,-3.57817,Private room,25,1,10,2019-02-11,0.90,1,0
30464565,Excelente habitación individual,198936630,Natalia,Chamartín,Prosperidad,40.4446,-3.67033,Private room,20,3,6,2019-01-20,0.53,1,7
30465041,Mirador de Huertas  -2,227331675,Maria Araceli,Centro,Cortes,40.41341,-3.69676,Hotel room,100,1,1,2019-05-19,0.17,8,342
30467014,WizinkCenter,111956049,Ana,Salamanca,Goya,40.42429,-3.6721,Entire home/apt,89,4,16,2019-10-25,1.49,1,137
30467468,Se alquila habitación en Vicálvaro,228742274,Miguel Angel,Vicálvaro,Ambroz,40.4045,-3.60988,Private room,500,1,0,,,1,365
30468132,Alojamiento Madrid,228746790,José Wilmer,San Blas - Canillejas,Canillejas,40.44197,-3.61157,Entire home/apt,100,1,1,2018-12-03,0.09,1,37
30468309,Easy stay In Madrid,6025778,Jeongmi,Tetuán,Bellas Vistas,40.44806,-3.70612,Private room,25,90,1,2018-12-19,0.09,2,217
30468961,Hermosa y Céntrica Habitación en Ópera.,29071867,Silvina,Centro,Palacio,40.41764,-3.70983,Private room,40,2,9,2019-10-26,1.33,1,0
30469385,Preciosa habitación con baño privado y terraza,29288261,Ana,Chamartín,Prosperidad,40.44799,-3.66388,Private room,45,2,14,2019-10-24,1.34,1,131
30472702,ROOMS IN VERY COZY FLOOR. 2 WIFI,142773986,Alfonso,Centro,Embajadores,40.41132,-3.6992,Private room,50,1,3,2019-09-14,0.27,3,0
30488431,WiFi+Patio Madrid Centro-Atocha-Museo Reina Sofía,27526991,Leticia&Fer,Centro,Embajadores,40.40801,-3.69505,Entire home/apt,59,1,15,2019-09-03,1.42,48,21
30489062,Apartamento diseño industrial 6 pax B° Salamanca,109948084,Nacho,Salamanca,Goya,40.42866,-3.67481,Entire home/apt,75,1,51,2019-11-09,4.65,3,134
30490126,Habitación tipo Suite  Centro de Madrid - Chueca,174711165,Pedro,Centro,Justicia,40.42107,-3.6986,Private room,45,1,107,2019-11-03,9.76,2,67
30490798,Habitacion en centro Madrid,39468599,Lorena,Centro,Universidad,40.42303,-3.70628,Private room,30,1,2,2018-12-08,0.18,1,0
30491625,COMFLY APARTMENT IN MADRID CENTER,226653200,Jesus,Centro,Embajadores,40.41287,-3.70646,Entire home/apt,88,2,1,2019-06-04,0.19,3,89
30496615,2561 - AM Luxury Madrid Apartment 3D - Wonderful 2-Bedroom Apartment in Madrid with a Communal Pool,170721055,Toni,Retiro,Adelfas,40.39985,-3.6733,Entire home/apt,120,32,0,,,13,0
30498116,Bright and Spacious Apartment Plaza Mayor / La Latina,158262143,Familia R. Tellez,Centro,Sol,40.41456,-3.70654,Entire home/apt,142,2,66,2019-10-30,6.25,5,121
30498347,HABITACIÓN EN PLENO CENTRO DE MADRID,99767327,Christian,Centro,Embajadores,40.40637,-3.69814,Private room,25,1,46,2019-11-03,4.11,2,334
